,YEAR,MONTH,DATE,Mw,LAT (N),LONG (E),DEPTH (km),DATETIME
15978,1990,7,5.0,4.7,69.41,37.59,0.0,1990-07-05
15979,1990,7,5.0,4.0,70.0,37.88,33.0,1990-07-05
15980,1990,7,5.0,4.1,71.71,37.98,0.0,1990-07-05
15981,1990,7,13.0,4.4,86.9,28.2,33.0,1990-07-13
15982,1990,7,13.0,5.6,70.79,36.45,203.0,1990-07-13
15983,1990,7,14.0,4.4,77.0,39.97,33.0,1990-07-14
15984,1990,7,14.0,4.9,70.22,38.37,33.0,1990-07-14
15985,1990,7,15.0,4.2,75.2,39.58,33.0,1990-07-15
15986,1990,7,15.0,4.5,76.23,38.07,0.0,1990-07-15
15987,1990,7,15.0,4.0,72.2,37.4,204.0,1990-07-15
15988,1990,7,15.0,5.0,71.09,37.79,33.0,1990-07-15
15989,1990,7,17.0,3.9,70.53,36.48,209.0,1990-07-17
15990,1990,7,18.0,4.0,70.07,30.9,63.0,1990-07-18
15991,1990,7,18.0,4.2,70.99,37.39,0.0,1990-07-18
15992,1990,7,20.0,4.6,95.4,3.81,45.0,1990-07-20
15993,1990,7,21.0,4.3,77.72,39.79,30.0,1990-07-21
15994,1990,7,22.0,4.1,74.4,38.1,170.0,1990-07-22
15995,1990,7,25.0,4.3,94.16,4.6,0.0,1990-07-25
15996,1990,7,25.0,4.6,94.74,17.76,36.0,1990-07-25
15997,1990,7,26.0,6.0,65.58,27.34,0.0,1990-07-26
15998,1990,7,27.0,4.0,70.1,36.6,234.0,1990-07-27
15999,1990,7,28.0,4.3,86.99,33.75,33.0,1990-07-28
16000,1990,7,28.0,4.5,99.12,29.85,29.0,1990-07-28
16001,1990,7,31.0,4.1,71.31,36.73,226.0,1990-07-31
16002,1990,7,31.0,4.5,95.62,24.25,33.0,1990-07-31
16003,1990,7,31.0,5.2,95.39,3.87,37.0,1990-07-31
16004,1990,8,2.0,4.5,95.23,24.9,159.0,1990-08-02
16005,1990,8,2.0,4.5,94.65,22.67,132.0,1990-08-02
16006,1990,8,2.0,4.1,72.7,38.8,170.0,1990-08-02
16007,1990,8,3.0,4.0,72.11,36.95,282.8,1990-08-03
16008,1990,8,4.0,4.3,71.29,36.91,0.0,1990-08-04
16009,1990,8,5.0,4.2,80.41,34.9,33.0,1990-08-05
16010,1990,8,5.0,3.9,71.9,37.4,33.0,1990-08-05
16011,1990,8,6.0,3.9,70.9,36.1,188.0,1990-08-06
16012,1990,8,6.0,4.0,72.37,37.5,199.0,1990-08-06
16013,1990,8,8.0,4.4,74.69,35.6,201.0,1990-08-08
16014,1990,8,8.0,4.4,74.06,35.83,33.0,1990-08-08
16015,1990,8,10.0,4.0,94.66,6.34,132.2,1990-08-10
16016,1990,8,12.0,4.1,71.64,37.47,33.0,1990-08-12
16017,1990,8,12.0,3.9,71.97,37.27,143.0,1990-08-12
16018,1990,8,13.0,4.3,93.7,12.2,33.0,1990-08-13
16019,1990,8,14.0,5.2,66.05,27.09,21.0,1990-08-14
16020,1990,8,27.0,3.9,76.58,28.96,33.0,1990-08-27
16021,1990,8,28.0,4.1,70.7,38.7,33.0,1990-08-28
16022,1990,8,28.0,4.3,69.96,39.25,0.0,1990-08-28
16023,1990,8,29.0,4.8,92.74,27.18,25.0,1990-08-29
16024,1990,8,29.0,4.2,70.23,36.81,42.0,1990-08-29
16025,1990,8,29.0,5.0,95.05,11.79,16.5,1990-08-29
16026,1990,8,30.0,4.0,70.9,36.7,92.0,1990-08-30
16027,1990,9,1.0,4.1,99.4,19.3,10.0,1990-09-01
16028,1990,9,1.0,4.6,74.72,39.46,21.0,1990-09-01
16029,1990,9,2.0,4.3,93.9,9.0,33.0,1990-09-02
16030,1990,9,2.0,5.2,92.67,26.58,57.0,1990-09-02
16031,1990,9,2.0,4.1,100.0,36.24,21.0,1990-09-02
16032,1990,9,3.0,4.8,70.67,36.45,200.0,1990-09-03
16033,1990,9,4.0,4.4,70.88,34.94,33.0,1990-09-04
16034,1990,9,5.0,3.9,76.16,32.66,33.0,1990-09-05
16035,1990,9,6.0,4.1,93.9,12.1,33.0,1990-09-06
16036,1990,9,7.0,3.9,73.14,34.1,33.0,1990-09-07
16037,1990,9,7.0,4.3,73.13,36.99,0.0,1990-09-07
16038,1990,9,8.0,4.4,94.58,4.21,78.0,1990-09-08
16039,1990,9,8.0,4.8,70.99,39.8,33.0,1990-09-08
16040,1990,9,8.0,4.3,69.86,37.82,46.0,1990-09-08
16041,1990,9,8.0,5.6,66.13,27.55,1.0,1990-09-08
16042,1990,9,8.0,4.3,66.4,27.66,36.0,1990-09-08
16043,1990,9,9.0,5.1,98.88,2.8,176.0,1990-09-09
16044,1990,9,9.0,3.9,71.4,36.7,215.0,1990-09-09
16045,1990,9,9.0,4.3,70.75,36.28,226.1,1990-09-09
16046,1990,9,10.0,4.3,70.27,36.73,12.0,1990-09-10
16047,1990,9,10.0,4.1,95.4,24.0,75.0,1990-09-10
16048,1990,9,10.0,5.3,62.37,4.45,0.0,1990-09-10
16049,1990,9,11.0,4.1,76.39,36.16,33.0,1990-09-11
16050,1990,9,12.0,4.9,96.4,4.31,33.0,1990-09-12
16051,1990,9,13.0,4.0,71.2,36.8,140.0,1990-09-13
16052,1990,9,13.0,4.5,92.46,11.01,33.0,1990-09-13
16053,1990,9,14.0,4.1,71.3,36.6,108.0,1990-09-14
16054,1990,9,14.0,4.0,70.25,36.81,51.0,1990-09-14
16055,1990,9,15.0,4.2,85.26,30.55,28.0,1990-09-15
16056,1990,9,16.0,4.3,73.08,38.2,123.0,1990-09-16
16057,1990,9,19.0,4.3,89.0,38.2,33.0,1990-09-19
16058,1990,9,19.0,4.0,71.9,37.1,152.0,1990-09-19
16059,1990,10,2.0,4.3,71.3,35.71,168.6,1990-10-02
16060,1990,10,2.0,4.8,93.99,32.54,33.0,1990-10-02
16061,1990,10,2.0,4.7,95.86,3.8,72.0,1990-10-02
16062,1990,10,2.0,4.4,64.69,24.53,10.0,1990-10-02
16063,1990,10,3.0,4.0,94.3,23.2,77.0,1990-10-03
16064,1990,10,3.0,4.2,78.5,31.1,33.0,1990-10-03
16065,1990,10,4.0,4.0,78.01,36.5,65.0,1990-10-04
16066,1990,10,5.0,5.0,96.37,2.95,57.4,1990-10-05
16067,1990,10,5.0,4.4,72.29,37.95,33.0,1990-10-05
16068,1990,10,6.0,5.4,62.64,3.87,0.0,1990-10-06
16069,1990,10,6.0,4.2,68.77,39.38,0.0,1990-10-06
16070,1990,10,7.0,5.1,62.79,3.94,0.0,1990-10-07
16071,1990,10,8.0,5.1,62.7,4.05,0.0,1990-10-08
16072,1990,10,8.0,4.4,92.84,9.8,74.0,1990-10-08
16073,1990,10,8.0,4.0,80.84,35.9,10.0,1990-10-08
16074,1990,10,9.0,4.3,73.16,34.1,33.0,1990-10-09
16075,1990,10,11.0,4.1,92.44,21.23,41.0,1990-10-11
16076,1990,10,11.0,4.0,71.15,36.69,95.0,1990-10-11
16077,1990,10,12.0,4.6,61.03,29.1,12.0,1990-10-12
16078,1990,10,13.0,3.9,70.4,36.1,114.0,1990-10-13
16079,1990,10,13.0,4.7,95.3,4.31,79.0,1990-10-13
16080,1990,10,14.0,4.6,67.45,30.6,13.0,1990-10-14
16081,1990,10,14.0,4.0,98.2,38.16,10.0,1990-10-14
16082,1990,10,14.0,4.7,86.36,30.8,12.0,1990-10-14
16083,1990,10,14.0,4.7,81.95,28.76,143.0,1990-10-14
16084,1990,10,15.0,4.3,73.06,37.35,0.0,1990-10-15
16085,1990,10,21.0,5.0,64.81,2.52,0.0,1990-10-21
16086,1990,10,21.0,4.3,72.16,37.0,175.0,1990-10-21
16087,1990,10,21.0,4.3,72.9,37.41,33.0,1990-10-21
16088,1990,10,21.0,4.0,71.38,37.74,0.0,1990-10-21
16089,1990,10,25.0,6.1,70.47,35.12,112.0,1990-10-25
16090,1990,10,27.0,4.3,71.84,37.36,0.0,1990-10-27
16091,1990,10,28.0,4.4,81.52,30.64,40.0,1990-10-28
16092,1990,10,28.0,4.4,93.8,10.04,45.0,1990-10-28
16093,1990,10,29.0,4.0,73.9,35.2,144.0,1990-10-29
16094,1990,10,29.0,4.7,92.44,26.47,37.0,1990-10-29
16095,1990,10,29.0,5.1,70.35,36.38,206.0,1990-10-29
16096,1990,10,30.0,3.9,72.0,36.9,33.0,1990-10-30
16097,1990,11,3.0,4.5,96.88,27.6,42.0,1990-11-03
16098,1990,11,8.0,4.3,69.98,36.34,141.0,1990-11-08
16099,1990,11,9.0,4.5,86.4,30.64,80.0,1990-11-09
16100,1990,11,9.0,4.6,86.41,30.86,80.0,1990-11-09
16101,1990,11,9.0,4.5,86.33,30.86,73.0,1990-11-09
16102,1990,11,10.0,3.9,74.6,38.9,33.0,1990-11-10
16103,1990,11,10.0,4.3,71.3,35.09,0.0,1990-11-10
16104,1990,11,10.0,4.3,94.84,25.4,102.0,1990-11-10
16105,1990,11,10.0,5.3,93.76,12.19,33.0,1990-11-10
16106,1990,11,10.0,3.9,72.3,37.4,159.0,1990-11-10
16107,1990,11,11.0,4.9,71.8,39.25,41.0,1990-11-11
16108,1990,11,12.0,4.9,71.19,36.45,230.0,1990-11-12
16109,1990,11,12.0,4.7,75.82,33.25,67.0,1990-11-12
16110,1990,11,13.0,4.5,71.43,36.67,189.0,1990-11-13
16111,1990,11,14.0,4.3,69.79,35.42,0.0,1990-11-14
16112,1990,11,14.0,5.4,66.16,27.52,35.0,1990-11-14
16113,1990,11,15.0,6.1,97.4,3.89,29.0,1990-11-15
16114,1990,11,15.0,4.8,93.0,23.81,26.0,1990-11-15
16115,1990,11,15.0,5.7,97.34,3.99,39.0,1990-11-15
16116,1990,11,15.0,5.6,97.3,3.94,50.0,1990-11-15
16117,1990,11,15.0,5.3,97.36,3.96,55.0,1990-11-15
16118,1990,11,15.0,4.1,71.27,36.4,240.0,1990-11-15
16119,1990,11,16.0,4.2,69.98,34.33,125.8,1990-11-16
16120,1990,11,16.0,4.1,70.6,29.6,69.0,1990-11-16
16121,1990,11,16.0,4.3,70.57,36.39,224.6,1990-11-16
16122,1990,11,16.0,5.1,95.86,2.89,0.0,1990-11-16
16123,1990,11,17.0,4.3,74.9,35.42,33.0,1990-11-17
16124,1990,11,17.0,4.0,72.2,37.2,245.0,1990-11-17
16125,1990,11,18.0,4.1,97.56,3.8,55.0,1990-11-18
16126,1990,11,18.0,5.0,97.36,3.86,64.0,1990-11-18
16127,1990,11,18.0,5.7,97.26,3.9,49.0,1990-11-18
16128,1990,11,18.0,4.3,71.8,36.7,0.0,1990-11-18
16129,1990,11,22.0,4.4,95.4,4.1,57.0,1990-11-22
16130,1990,11,22.0,4.3,71.79,37.52,0.0,1990-11-22
16131,1990,11,25.0,4.4,71.84,37.52,33.0,1990-11-25
16132,1990,11,27.0,5.0,98.41,3.36,151.0,1990-11-27
16133,1990,11,27.0,4.0,68.67,31.4,33.0,1990-11-27
16134,1990,11,27.0,4.0,90.07,35.86,38.0,1990-11-27
16135,1990,11,28.0,4.3,71.4,37.82,33.0,1990-11-28
16136,1990,11,28.0,3.9,66.6,28.6,76.0,1990-11-28
16137,1990,12,10.0,4.3,94.42,23.36,79.1,1990-12-10
16138,1990,12,10.0,4.2,67.9,29.6,33.0,1990-12-10
16139,1990,12,10.0,4.7,68.4,30.44,33.0,1990-12-10
16140,1990,12,11.0,4.3,94.41,12.4,79.0,1990-12-11
16141,1990,12,11.0,4.2,92.3,27.8,33.0,1990-12-11
16142,1990,12,12.0,4.6,93.85,12.23,63.0,1990-12-12
16143,1990,12,12.0,3.9,98.6,20.05,33.0,1990-12-12
16144,1990,12,12.0,4.3,72.1,37.39,100.0,1990-12-12
16145,1990,12,13.0,4.6,77.29,31.48,33.0,1990-12-13
16146,1990,12,14.0,4.4,72.1,37.73,0.0,1990-12-14
16147,1990,12,16.0,4.3,66.7,39.5,33.0,1990-12-16
16148,1990,12,16.0,4.9,97.22,2.37,49.1,1990-12-16
16149,1990,12,18.0,4.7,79.16,30.35,35.0,1990-12-18
16150,1990,12,19.0,4.1,68.6,29.6,33.0,1990-12-19
16151,1990,12,20.0,4.6,75.08,34.85,33.0,1990-12-20
16152,1990,12,20.0,5.5,70.33,37.6,26.0,1990-12-20
16153,1990,12,20.0,4.5,71.36,35.86,237.0,1990-12-20
16154,1990,12,20.0,4.8,82.88,28.16,61.0,1990-12-20
16155,1990,12,20.0,4.2,72.32,37.84,0.0,1990-12-20
16156,1990,12,20.0,4.7,66.86,3.82,0.0,1990-12-20
16157,1990,12,21.0,4.3,70.9,36.53,192.0,1990-12-21
16158,1990,12,21.0,4.4,73.81,35.75,33.0,1990-12-21
16159,1990,12,23.0,4.3,78.15,35.5,33.0,1990-12-23
16160,1990,12,25.0,4.8,93.69,12.29,68.0,1990-12-25
16161,1990,12,25.0,5.3,75.76,33.31,51.0,1990-12-25
16162,1990,12,28.0,4.5,93.8,22.97,49.0,1990-12-28
16163,1990,12,28.0,4.6,99.08,29.91,32.0,1990-12-28
16164,1990,12,29.0,5.6,94.07,8.28,16.0,1990-12-29
16165,1990,12,29.0,4.8,92.59,26.68,27.0,1990-12-29
16166,1990,12,30.0,4.9,94.38,15.05,33.0,1990-12-30
16167,1990,12,30.0,4.5,93.1,7.8,33.0,1990-12-30
16168,1990,12,30.0,4.4,94.13,8.39,42.0,1990-12-30
16169,1990,12,30.0,4.3,71.28,35.92,0.0,1990-12-30
16170,1990,12,31.0,4.0,74.4,39.0,33.0,1990-12-31
16171,1991,1,3.0,5.1052,36.0,70.54,237.0,1991-01-03
16172,1991,1,4.0,3.3,27.09,97.04,33.0,1991-01-04
16174,1991,1,5.0,6.9,30.63,78.44,33.0,1991-01-05
16176,1991,1,5.0,7.8652,26.05,98.51,33.0,1991-01-05
16177,1991,1,5.0,4.5532,31.77,96.47,33.0,1991-01-05
16178,1991,1,5.0,5.5468,26.07,98.53,33.0,1991-01-05
16179,1991,1,5.0,4.774,33.14,75.85,33.0,1991-01-05
16180,1991,1,5.0,6.9,23.5455,95.9627,18.1,1991-01-05
16182,1991,1,6.0,4.6636,29.34,98.05,33.0,1991-01-06
16183,1991,1,7.0,3.3,35.42,91.7,33.0,1991-01-07
16186,1991,1,10.0,4.1116,24.73,95.22,159.0,1991-01-10
16187,1991,1,10.0,4.9948,33.76,82.15,33.0,1991-01-10
16188,1991,1,13.0,4.0012,33.71,82.22,33.0,1991-01-13
16189,1991,1,13.0,4.774,33.64,82.03,33.0,1991-01-13
16190,1991,1,14.0,4.6636,21.21,93.5,49.0,1991-01-14
16191,1991,1,18.0,4.5532,27.79,66.51,33.0,1991-01-18
16192,1991,1,20.0,2.0,32.74,72.53,33.0,1991-01-20
16193,1991,1,20.0,4.9,6.7,92.61,33.0,1991-01-20
16194,1991,1,20.0,4.9,6.64,92.66,33.0,1991-01-20
16195,1991,1,20.0,5.2156,6.77,92.79,33.0,1991-01-20
16196,1991,1,20.0,5.2156,6.73,92.72,33.0,1991-01-20
16197,1991,1,21.0,4.8844,32.89,90.19,33.0,1991-01-21
16198,1991,1,23.0,5.60188,17.94,94.78,33.0,1991-01-23
16199,1991,1,23.0,4.40651,10.48,93.04,70.0,1991-01-23
16200,1991,1,23.0,5.6572,30.51,88.58,33.0,1991-01-23
16202,1991,1,23.0,5.60188,24.7153,95.2247,118.2,1991-01-23
16203,1991,1,23.0,4.40651,24.4197,92.5257,33.0,1991-01-23
16204,1991,1,26.0,5.0156,30.64,88.75,33.0,1991-01-26
16205,1991,1,26.0,5.1052,30.63,88.77,33.0,1991-01-26
16206,1991,1,26.0,5.0156,24.7071,97.1035,33.7,1991-01-26
16207,1991,1,28.0,3.3,30.54,88.74,33.0,1991-01-28
16208,1991,1,28.0,3.67,30.51,88.79,33.0,1991-01-28
16209,1991,1,28.0,5.5468,30.57,88.78,33.0,1991-01-28
16210,1991,1,28.0,5.3260000000000005,23.35,94.58,84.0,1991-01-28
16211,1991,1,30.0,4.6,10.72,93.96,33.0,1991-01-30
16212,1991,1,31.0,4.62385,32.88,82.43,33.0,1991-01-31
16213,1991,1,31.0,4.8844,32.79,82.46,33.0,1991-01-31
16214,1991,1,31.0,7.4236,30.57,88.98,33.0,1991-01-31
16215,1991,1,31.0,4.62385,23.8148,93.2911,33.0,1991-01-31
16216,1991,2,2.0,4.70335,28.63,96.31,33.0,1991-02-02
16217,1991,2,2.0,4.51518,30.51,88.68,33.0,1991-02-02
16218,1991,2,2.0,5.2156,35.99,91.83,33.0,1991-02-02
16219,1991,2,2.0,4.6636,34.24,87.76,15.0,1991-02-02
16220,1991,2,2.0,4.70335,25.5081,91.171,25.5,1991-02-02
16221,1991,2,2.0,4.51518,20.7153,94.7268,115.1,1991-02-02
16222,1991,2,3.0,4.18917,7.15,94.59,33.0,1991-02-03
16223,1991,2,3.0,3.8,8.91,94.11,29.0,1991-02-03
16225,1991,2,3.0,4.0012,35.18,68.25,207.0,1991-02-03
16226,1991,2,3.0,4.18917,25.4647,91.6745,19.2,1991-02-03
16227,1991,2,6.0,4.2219999999999995,28.62,94.34,33.0,1991-02-06
16228,1991,2,12.0,4.95315,23.9,94.74,90.0,1991-02-12
16230,1991,2,12.0,5.2156,33.14,73.21,33.0,1991-02-12
16231,1991,2,12.0,4.3324,17.16,81.97,33.0,1991-02-12
16232,1991,2,12.0,4.6636,21.33,93.8,51.0,1991-02-12
16233,1991,2,12.0,4.95315,29.5412,97.0197,44.3,1991-02-12
16234,1991,2,13.0,4.8844,13.13,93.73,119.0,1991-02-13
16235,1991,2,13.0,4.9948,30.16,95.5,33.0,1991-02-13
16236,1991,2,17.0,4.8844,30.13,95.5,33.0,1991-02-17
16237,1991,2,20.0,3.67,8.77,94.12,33.0,1991-02-20
16240,1991,2,25.0,3.4,28.61,77.64,33.0,1991-02-25
16241,1991,2,25.0,4.9948,33.06,75.99,35.0,1991-02-25
16242,1991,2,25.0,4.8844,33.02,75.92,33.0,1991-02-25
16243,1991,2,25.0,4.774,22.15,94.22,167.0,1991-02-25
16245,1991,2,26.0,4.5532,29.25,67.56,33.0,1991-02-26
16246,1991,2,26.0,4.9948,23.76,94.31,85.0,1991-02-26
16247,1991,2,26.0,4.5532,27.91,69.41,33.0,1991-02-26
16248,1991,3,1.0,4.5532,11.07,92.97,65.0,1991-03-01
16249,1991,3,3.0,4.8844,31.56,76.57,33.0,1991-03-03
16250,1991,3,4.0,3.3388,10.66,93.82,161.0,1991-03-04
16251,1991,3,5.0,5.1052,34.9,68.73,197.0,1991-03-05
16253,1991,3,6.0,5.1052,30.56,88.6,33.0,1991-03-06
16254,1991,3,6.0,4.3324,25.76,90.21,33.0,1991-03-06
16255,1991,3,7.0,4.6636,30.1,81.77,33.0,1991-03-07
16256,1991,3,8.0,5.3260000000000005,32.82,88.52,33.0,1991-03-08
16257,1991,3,11.0,3.8631599999999997,32.73,88.56,33.0,1991-03-11
16258,1991,3,11.0,5.1672,30.7,88.79,33.0,1991-03-11
16259,1991,3,11.0,4.1116,30.87,67.68,33.0,1991-03-11
16260,1991,3,11.0,3.8631599999999997,21.9313,94.2445,33.0,1991-03-11
16261,1991,3,11.0,5.1672,25.8134,94.7353,33.0,1991-03-11
16262,1991,3,14.0,4.2219999999999995,35.72,72.14,33.0,1991-03-14
16263,1991,3,15.0,4.84119,22.44,94.78,33.0,1991-03-15
16264,1991,3,15.0,4.8844,29.33,81.26,34.0,1991-03-15
16265,1991,3,15.0,4.84119,28.3424,87.5537,63.8,1991-03-15
16266,1991,3,16.0,4.8844,29.6,81.09,18.0,1991-03-16
16267,1991,3,18.0,3.3,29.45,80.71,33.0,1991-03-18
16268,1991,3,18.0,4.2219999999999995,29.12,81.01,33.0,1991-03-18
16269,1991,3,19.0,4.6636,29.6,80.74,33.0,1991-03-19
16270,1991,3,21.0,4.8844,29.44,80.82,33.0,1991-03-21
16271,1991,3,23.0,4.18917,29.43,80.85,33.0,1991-03-23
16272,1991,3,23.0,4.3324,23.86,96.08,33.0,1991-03-23
16273,1991,3,23.0,4.774,11.93,93.78,154.0,1991-03-23
16274,1991,3,23.0,4.18917,31.6187,90.6746,33.0,1991-03-23
16275,1991,3,27.0,4.02692569,29.41,80.77,33.0,1991-03-27
16276,1991,3,27.0,4.774,30.28,94.82,33.0,1991-03-27
16277,1991,3,27.0,4.5532,30.27,94.97,33.0,1991-03-27
16279,1991,3,27.0,4.2219999999999995,24.78,94.59,50.0,1991-03-27
16280,1991,3,27.0,4.02692569,26.32,97.23,33.0,1991-03-27
16281,1991,3,28.0,3.2,32.86,88.44,33.0,1991-03-28
16283,1991,4,1.0,6.5404,30.34,94.97,33.0,1991-04-01
16284,1991,4,1.0,5.7676,29.52,81.19,33.0,1991-04-01
16285,1991,4,5.0,5.5468,10.74,92.81,33.0,1991-04-05
16286,1991,4,9.0,4.62385,30.29,94.85,45.0,1991-04-09
16287,1991,4,9.0,4.6636,32.91,75.63,25.0,1991-04-09
16288,1991,4,9.0,4.62385,26.4147,92.9608,49.8,1991-04-09
16289,1991,4,11.0,4.9948,32.83,75.63,33.0,1991-04-11
16290,1991,4,13.0,4.29784,30.39,94.84,33.0,1991-04-13
16291,1991,4,13.0,4.2219999999999995,30.31,94.89,33.0,1991-04-13
16292,1991,4,13.0,4.29784,26.7199,92.5218,56.4,1991-04-13
16293,1991,4,15.0,3.53791069,15.87,94.7,29.0,1991-04-15
16294,1991,4,15.0,3.67,21.9,94.93,120.0,1991-04-15
16295,1991,4,15.0,3.53791069,23.92,93.81,33.0,1991-04-15
16296,1991,4,21.0,4.3324,15.81,94.78,40.0,1991-04-21
16297,1991,4,22.0,4.8844,30.27,94.9,41.0,1991-04-22
16298,1991,4,22.0,4.4428,30.46,94.73,33.0,1991-04-22
16299,1991,4,24.0,4.40651,30.31,94.93,33.0,1991-04-24
16300,1991,4,24.0,4.6636,17.18,73.71,33.0,1991-04-24
16301,1991,4,24.0,4.40651,20.5285,98.0612,30.0,1991-04-24
16302,1991,4,26.0,4.84119,30.34,94.88,33.0,1991-04-26
16303,1991,4,26.0,3.4492,30.26,94.84,33.0,1991-04-26
16304,1991,4,26.0,4.9948,30.0,80.43,33.0,1991-04-26
16305,1991,4,26.0,4.84119,20.8118,89.6729,33.0,1991-04-26
16306,1991,4,27.0,4.62385,30.32,94.72,33.0,1991-04-27
16307,1991,4,27.0,4.6636,30.24,94.85,33.0,1991-04-27
16308,1991,4,27.0,4.62385,29.7411,94.7868,41.7,1991-04-27
16309,1991,4,28.0,4.8844,24.87,95.31,112.0,1991-04-28
16310,1991,4,30.0,4.8,30.3,94.89,36.0,1991-04-30
16311,1991,4,30.0,3.8,17.16,73.8,33.0,1991-04-30
16313,1991,5,1.0,3.97183,30.32,94.8,32.0,1991-05-01
16315,1991,5,1.0,3.97183,30.4619,90.2867,33.0,1991-05-01
16316,1991,5,5.0,3.2,30.28,94.9,33.0,1991-05-05
16317,1991,5,5.0,4.774,13.01,93.17,33.0,1991-05-05
16318,1991,5,11.0,5.4,17.02,73.86,33.0,1991-05-11
16319,1991,5,11.0,5.2156,34.65,74.33,33.0,1991-05-11
16320,1991,5,11.0,5.2156,35.67,82.03,33.0,1991-05-11
16321,1991,5,11.0,5.4,24.258,93.6762,44.2,1991-05-11
16322,1991,5,12.0,4.70335,35.6,82.07,33.0,1991-05-12
16323,1991,5,12.0,4.1116,35.55,82.0,33.0,1991-05-12
16324,1991,5,12.0,4.70335,25.42,98.2368,33.0,1991-05-12
16325,1991,5,17.0,4.0012,35.13,77.11,33.0,1991-05-17
16326,1991,5,18.0,4.9948,35.18,77.2,33.0,1991-05-18
16327,1991,5,18.0,4.774,35.47,76.96,33.0,1991-05-18
16328,1991,5,20.0,4.8844,31.35,87.67,33.0,1991-05-20
16329,1991,5,21.0,4.1116,27.19,97.02,33.0,1991-05-21
16330,1991,5,22.0,4.4428,29.17,81.21,33.0,1991-05-22
16331,1991,5,23.0,4.5532,34.31,93.45,33.0,1991-05-23
16332,1991,5,24.0,4.2219999999999995,22.55,94.99,139.0,1991-05-24
16333,1991,5,25.0,4.8844,29.21,70.14,33.0,1991-05-25
16334,1991,5,26.0,3.8631599999999997,29.09,70.11,33.0,1991-05-26
16335,1991,5,26.0,4.0805,8.4,93.35,33.0,1991-05-26
16336,1991,5,26.0,4.774,31.93,67.04,33.0,1991-05-26
16337,1991,5,26.0,3.8631599999999997,22.1216,94.334,170.9,1991-05-26
16338,1991,5,26.0,4.0805,26.9989,99.7513,16.0,1991-05-26
16339,1991,5,27.0,4.8844,23.93,91.29,33.0,1991-05-27
16340,1991,5,28.0,4.29784,12.28,92.84,33.0,1991-05-28
16342,1991,5,28.0,4.9948,29.18,70.08,33.0,1991-05-28
16343,1991,5,28.0,4.29784,25.3161,94.9491,115.3,1991-05-28
16344,1991,5,29.0,3.8631599999999997,35.9,70.74,100.0,1991-05-29
16345,1991,5,29.0,4.1116,12.4,92.9,33.0,1991-05-29
16346,1991,5,29.0,3.8631599999999997,28.7305,98.498,37.3,1991-05-29
16347,1991,5,31.0,4.5532,29.56,85.17,33.0,1991-05-31
16348,1991,6,1.0,4.5532,27.39,88.75,17.0,1991-06-01
16349,1991,6,8.0,4.29784,29.59,85.22,33.0,1991-06-08
16350,1991,6,8.0,4.0805,22.72,93.9,33.0,1991-06-08
16351,1991,6,8.0,5.1052,27.79,85.39,33.0,1991-06-08
16352,1991,6,8.0,4.29784,29.3124,96.6131,174.4,1991-06-08
16353,1991,6,8.0,4.0805,26.3401,90.3691,33.0,1991-06-08
16354,1991,6,9.0,4.9948,26.33,89.31,33.0,1991-06-09
16355,1991,6,9.0,5.3260000000000005,11.73,93.0,33.0,1991-06-09
16356,1991,6,10.0,4.8844,21.15,93.63,46.0,1991-06-10
16357,1991,6,12.0,5.5468,18.47,95.27,52.0,1991-06-12
16358,1991,6,15.0,4.4428,11.97,93.05,33.0,1991-06-15
16359,1991,6,15.0,4.6636,6.46,94.8,122.0,1991-06-15
16360,1991,6,17.0,5.2156,35.16,77.98,33.0,1991-06-17
16361,1991,6,18.0,4.2219999999999995,34.96,69.04,295.0,1991-06-18
16362,1991,6,23.0,5.0156,35.17,72.83,76.0,1991-06-23
16363,1991,6,23.0,4.8844,24.87,96.4,33.0,1991-06-23
16364,1991,6,23.0,5.6572,10.96,92.36,33.0,1991-06-23
16365,1991,6,23.0,5.0156,26.5883,93.1862,45.6,1991-06-23
16366,1991,6,25.0,4.7658,26.38,97.08,33.0,1991-06-25
16367,1991,6,25.0,4.2219999999999995,27.04,89.75,33.0,1991-06-25
16368,1991,6,25.0,5.3260000000000005,11.92,92.83,33.0,1991-06-25
16369,1991,6,25.0,4.7658,21.5167,94.0221,57.8,1991-06-25
16370,1991,6,26.0,5.2156,35.09,72.4,33.0,1991-06-26
16371,1991,6,26.0,4.3324,26.39,67.57,33.0,1991-06-26
16372,1991,6,30.0,4.4428,26.04,93.64,33.0,1991-06-30
16373,1991,7,1.0,4.4428,31.39,73.22,38.0,1991-07-01
16375,1991,7,2.0,4.9948,30.29,69.42,33.0,1991-07-02
16377,1991,7,2.0,4.9948,25.16,95.26,94.0,1991-07-02
16378,1991,7,3.0,4.70335,32.28,96.5,33.0,1991-07-03
16379,1991,7,3.0,4.70335,26.1521,99.5996,10.0,1991-07-03
16380,1991,7,9.0,4.40651,35.38,70.2,94.0,1991-07-09
16381,1991,7,9.0,4.5532,28.01,84.41,33.0,1991-07-09
16382,1991,7,9.0,4.40651,22.135,94.4755,130.5,1991-07-09
16383,1991,7,10.0,5.5468,24.65,95.11,135.0,1991-07-10
16384,1991,7,16.0,4.5532,8.07,85.46,33.0,1991-07-16
16385,1991,7,18.0,5.0156,35.07,86.43,33.0,1991-07-18
16386,1991,7,18.0,4.2219999999999995,24.94,95.38,148.0,1991-07-18
