,YEAR,MONTH,DATE,Mw,LAT (N),LONG (E),DEPTH (km),DATETIME
29637,2001,9,29.0,4.4,93.25,13.14,0.0,2001-09-29
29638,2001,9,29.0,4.8,95.15,21.19,25.0,2001-09-29
29639,2001,9,30.0,4.3,71.13,36.12,134.6,2001-09-30
29640,2001,9,30.0,4.3,70.74,36.52,241.0,2001-09-30
29641,2001,9,30.0,4.0,70.76,35.98,127.8,2001-09-30
29642,2001,9,30.0,4.3,93.13,10.84,54.8,2001-09-30
29643,2001,10,1.0,4.3,87.25,35.3,0.0,2001-10-01
29644,2001,10,2.0,4.6,70.95,35.52,96.0,2001-10-02
29645,2001,10,3.0,4.1,70.17,23.26,20.0,2001-10-03
29646,2001,10,3.0,4.1,70.11,23.57,5.0,2001-10-03
29647,2001,10,3.0,4.4,76.3,33.38,0.0,2001-10-03
29648,2001,10,3.0,4.1,70.93,36.44,193.7,2001-10-03
29649,2001,10,4.0,4.2,72.31,37.36,203.1,2001-10-04
29650,2001,10,4.0,4.1,71.37,36.69,277.4,2001-10-04
29651,2001,10,4.0,4.1,71.75,36.3,155.5,2001-10-04
29652,2001,10,4.0,4.1,92.28,18.93,0.0,2001-10-04
29653,2001,10,5.0,4.3,71.52,36.42,111.0,2001-10-05
29654,2001,10,6.0,4.2,92.04,26.07,41.9,2001-10-06
29655,2001,10,7.0,4.4,92.39,19.07,3.1,2001-10-07
29656,2001,10,7.0,4.2,94.67,20.67,86.0,2001-10-07
29657,2001,10,7.0,4.8,93.36,23.58,43.0,2001-10-07
29658,2001,10,7.0,4.2,71.72,36.48,125.1,2001-10-07
29659,2001,10,8.0,4.3,93.05,12.51,82.1,2001-10-08
29660,2001,10,10.0,4.8,98.96,24.82,0.0,2001-10-10
29661,2001,10,11.0,4.3,71.57,37.44,0.0,2001-10-11
29662,2001,10,11.0,3.9,70.48,23.32,5.0,2001-10-11
29663,2001,10,12.0,4.9,96.12,3.25,36.0,2001-10-12
29664,2001,10,12.0,4.0,70.17,36.46,234.0,2001-10-12
29665,2001,10,12.0,4.2,95.42,32.85,30.5,2001-10-12
29666,2001,10,13.0,4.1,74.09,38.23,149.0,2001-10-13
29667,2001,10,16.0,4.2,70.67,23.75,5.0,2001-10-16
29668,2001,10,17.0,4.3,93.82,9.8,155.0,2001-10-17
29669,2001,10,17.0,4.4,71.19,36.66,98.0,2001-10-17
29670,2001,10,18.0,4.5,75.52,35.65,72.7,2001-10-18
29671,2001,10,18.0,4.2,72.12,37.16,210.3,2001-10-18
29672,2001,10,19.0,4.7,92.7,21.36,60.0,2001-10-19
29673,2001,10,19.0,4.3,92.17,19.2,41.7,2001-10-19
29674,2001,10,20.0,4.5,92.01,18.95,12.0,2001-10-20
29675,2001,10,20.0,4.1,92.68,19.73,12.1,2001-10-20
29676,2001,10,20.0,4.5,75.24,39.47,0.0,2001-10-20
29677,2001,10,20.0,4.3,76.45,33.57,68.1,2001-10-20
29678,2001,10,21.0,4.2,70.37,23.45,24.0,2001-10-21
29679,2001,10,21.0,4.5,71.8,37.11,187.0,2001-10-21
29680,2001,10,21.0,4.0,71.07,36.49,210.9,2001-10-21
29681,2001,10,22.0,4.0,70.32,23.38,29.0,2001-10-22
29682,2001,10,22.0,4.4,70.3,35.12,15.0,2001-10-22
29683,2001,10,23.0,4.3,93.62,32.9,38.7,2001-10-23
29684,2001,10,23.0,4.5,75.67,33.12,20.0,2001-10-23
29685,2001,10,23.0,4.6,96.38,2.73,91.6,2001-10-23
29686,2001,10,25.0,4.4,94.47,22.75,116.0,2001-10-25
29687,2001,10,26.0,4.1,93.11,26.07,33.0,2001-10-26
29688,2001,10,26.0,4.7,92.15,18.72,0.0,2001-10-26
29689,2001,10,26.0,4.5,83.83,33.41,200.0,2001-10-26
29690,2001,10,26.0,4.2,69.98,30.55,0.0,2001-10-26
29691,2001,10,26.0,4.6,70.34,35.87,139.9,2001-10-26
29692,2001,10,27.0,4.0,71.38,36.59,166.4,2001-10-27
29693,2001,10,27.0,4.5,92.45,18.98,34.9,2001-10-27
29694,2001,10,27.0,4.4,92.41,19.07,0.0,2001-10-27
29695,2001,10,27.0,4.7,92.37,18.88,0.0,2001-10-27
29696,2001,10,27.0,4.4,92.32,19.02,10.0,2001-10-27
29697,2001,10,27.0,4.6,92.38,18.87,0.0,2001-10-27
29698,2001,10,27.0,4.9,70.33,36.15,96.0,2001-10-27
29699,2001,10,27.0,4.2,94.34,22.86,129.7,2001-10-27
29700,2001,10,28.0,4.5,65.85,2.6,0.0,2001-10-28
29701,2001,10,28.0,4.3,76.32,7.15,33.0,2001-10-28
29702,2001,10,29.0,4.7,92.45,18.99,0.0,2001-10-29
29703,2001,10,29.0,4.4,69.88,23.67,5.0,2001-10-29
29704,2001,10,30.0,4.5,97.99,3.41,186.8,2001-10-30
29705,2001,10,30.0,4.5,92.35,19.05,14.2,2001-10-30
29706,2001,11,4.0,4.3,92.39,19.03,17.0,2001-11-04
29707,2001,11,4.0,4.6,92.13,18.89,0.0,2001-11-04
29708,2001,11,4.0,4.0,94.4,5.59,0.0,2001-11-04
29709,2001,11,6.0,4.3,71.84,36.51,134.3,2001-11-06
29710,2001,11,6.0,4.1,68.72,35.11,36.0,2001-11-06
29711,2001,11,6.0,4.7,92.24,27.54,135.0,2001-11-06
29712,2001,11,6.0,4.7,79.94,34.44,10.0,2001-11-06
29713,2001,11,7.0,4.3,74.3,38.11,167.1,2001-11-07
29714,2001,11,7.0,4.4,85.62,30.27,47.0,2001-11-07
29715,2001,11,7.0,4.3,70.56,35.69,33.0,2001-11-07
29716,2001,11,7.0,4.0,71.64,36.7,192.9,2001-11-07
29717,2001,11,7.0,5.4,98.42,2.42,94.7,2001-11-07
29718,2001,11,7.0,4.2,72.47,37.85,33.0,2001-11-07
29719,2001,11,8.0,3.9,69.35,35.6,95.0,2001-11-08
29720,2001,11,8.0,4.6,98.28,23.18,33.0,2001-11-08
29721,2001,11,10.0,4.5,70.84,36.41,105.1,2001-11-10
29722,2001,11,10.0,4.3,69.19,37.27,0.0,2001-11-10
29723,2001,11,10.0,4.0,94.32,8.94,0.0,2001-11-10
29724,2001,11,10.0,4.4,70.82,34.93,110.6,2001-11-10
29725,2001,11,10.0,4.2,93.77,6.4,0.0,2001-11-10
29726,2001,11,10.0,4.4,94.31,5.37,72.1,2001-11-10
29727,2001,11,11.0,4.1,69.99,36.41,200.0,2001-11-11
29728,2001,11,11.0,4.4,99.58,19.51,44.6,2001-11-11
29729,2001,11,12.0,4.4,68.56,33.65,33.0,2001-11-12
29730,2001,11,12.0,4.3,70.8,36.4,195.0,2001-11-12
29731,2001,11,13.0,4.0,71.11,36.61,230.6,2001-11-13
29732,2001,11,13.0,4.8,74.56,35.94,76.1,2001-11-13
29733,2001,11,13.0,4.4,71.64,36.19,135.4,2001-11-13
29734,2001,11,13.0,4.9,97.78,2.76,77.6,2001-11-13
29735,2001,11,13.0,4.2,70.4,36.43,227.6,2001-11-13
29736,2001,11,13.0,4.1,77.33,39.44,33.0,2001-11-13
29737,2001,11,13.0,4.8,70.28,36.53,200.0,2001-11-13
29738,2001,11,13.0,4.4,71.28,36.41,157.6,2001-11-13
29739,2001,11,14.0,7.8,90.51,35.79,10.0,2001-11-14
29740,2001,11,14.0,4.9,90.48,35.96,0.0,2001-11-14
29741,2001,11,14.0,4.6,92.41,35.6,31.7,2001-11-14
29742,2001,11,14.0,5.7,93.35,35.72,31.9,2001-11-14
29743,2001,11,14.0,4.7,93.68,35.73,0.0,2001-11-14
29744,2001,11,14.0,4.5,94.18,35.52,0.0,2001-11-14
29745,2001,11,14.0,4.3,94.17,35.51,10.0,2001-11-14
29746,2001,11,14.0,4.5,68.77,35.01,22.7,2001-11-14
29747,2001,11,14.0,4.3,93.7,35.81,20.9,2001-11-14
29748,2001,11,14.0,4.2,93.28,35.71,0.0,2001-11-14
29749,2001,11,14.0,4.6,94.53,35.45,13.9,2001-11-14
29750,2001,11,14.0,4.4,93.9,34.17,0.0,2001-11-14
29751,2001,11,14.0,4.6,92.95,35.79,0.0,2001-11-14
29752,2001,11,14.0,4.4,93.23,35.77,60.4,2001-11-14
29753,2001,11,14.0,4.5,93.94,35.71,0.0,2001-11-14
29754,2001,11,14.0,4.9,90.98,35.91,2.3,2001-11-14
29755,2001,11,14.0,4.5,93.91,35.81,14.0,2001-11-14
29756,2001,11,14.0,5.3,94.26,35.47,10.0,2001-11-14
29757,2001,11,14.0,4.2,94.59,35.67,10.0,2001-11-14
29758,2001,11,15.0,4.0,93.53,35.95,10.0,2001-11-15
29759,2001,11,15.0,4.5,93.85,35.79,0.0,2001-11-15
29760,2001,11,15.0,4.4,69.41,36.91,0.0,2001-11-15
29761,2001,11,15.0,4.8,90.38,36.11,0.0,2001-11-15
29762,2001,11,15.0,4.5,94.79,35.4,0.0,2001-11-15
29763,2001,11,15.0,4.8,94.46,35.59,0.0,2001-11-15
29764,2001,11,16.0,4.7,91.25,36.09,0.0,2001-11-16
29765,2001,11,16.0,4.5,93.54,36.17,33.0,2001-11-16
29766,2001,11,16.0,4.0,71.07,36.56,204.8,2001-11-16
29767,2001,11,16.0,4.3,94.08,35.62,21.3,2001-11-16
29768,2001,11,17.0,4.2,93.24,35.43,0.0,2001-11-17
29769,2001,11,17.0,4.0,69.94,23.69,5.0,2001-11-17
29770,2001,11,17.0,4.2,71.22,36.36,152.9,2001-11-17
29771,2001,11,18.0,4.1,70.94,36.42,143.0,2001-11-18
29772,2001,11,18.0,4.8,93.74,35.7,20.7,2001-11-18
29773,2001,11,18.0,4.3,93.93,35.67,37.2,2001-11-18
29774,2001,11,18.0,5.7,93.64,35.56,15.0,2001-11-18
29775,2001,11,18.0,5.5,93.76,35.71,46.7,2001-11-18
29776,2001,11,18.0,4.9,93.73,35.73,16.4,2001-11-18
29777,2001,11,18.0,4.3,93.94,35.78,0.0,2001-11-18
29778,2001,11,19.0,4.4,93.9,35.68,0.0,2001-11-19
29779,2001,11,19.0,4.8,93.72,35.8,51.2,2001-11-19
29780,2001,11,19.0,4.8,93.76,35.81,14.1,2001-11-19
29781,2001,11,19.0,4.2,94.83,3.97,32.6,2001-11-19
29782,2001,11,19.0,4.3,77.87,35.48,0.0,2001-11-19
29783,2001,11,19.0,5.5,93.67,35.83,33.0,2001-11-19
29784,2001,11,23.0,4.5,93.41,35.89,21.1,2001-11-23
29785,2001,11,23.0,4.3,92.43,18.7,33.0,2001-11-23
29786,2001,11,23.0,4.7,92.22,18.75,0.0,2001-11-23
29787,2001,11,23.0,4.6,92.15,18.88,33.0,2001-11-23
29788,2001,11,23.0,4.0,92.61,19.65,0.0,2001-11-23
29789,2001,11,23.0,4.1,92.72,19.7,19.4,2001-11-23
29790,2001,11,23.0,4.5,87.41,31.29,33.0,2001-11-23
29791,2001,11,23.0,5.4,71.45,36.36,94.0,2001-11-23
29792,2001,11,24.0,4.1,70.45,23.64,16.0,2001-11-24
29793,2001,11,24.0,4.2,92.4,18.64,33.0,2001-11-24
29794,2001,11,24.0,4.1,70.54,36.45,219.4,2001-11-24
29795,2001,11,25.0,4.6,93.72,35.75,28.0,2001-11-25
29796,2001,11,25.0,4.1,99.51,26.37,0.0,2001-11-25
29797,2001,11,25.0,4.3,92.31,19.02,20.8,2001-11-25
29798,2001,11,26.0,4.0,78.9,32.56,0.0,2001-11-26
29799,2001,11,26.0,4.5,71.08,36.62,246.4,2001-11-26
29800,2001,11,26.0,4.3,73.05,38.9,0.0,2001-11-26
29801,2001,11,27.0,5.5,81.76,29.53,33.0,2001-11-27
29802,2001,11,27.0,4.2,81.76,29.52,33.0,2001-11-27
29803,2001,11,27.0,5.3,81.7,29.36,33.0,2001-11-27
29804,2001,11,27.0,4.0,81.66,29.39,0.0,2001-11-27
29805,2001,11,27.0,4.3,81.89,29.6,0.0,2001-11-27
29806,2001,11,27.0,4.2,95.27,26.4,0.0,2001-11-27
29807,2001,11,27.0,4.2,95.28,28.35,33.0,2001-11-27
29808,2001,11,27.0,4.8,81.88,29.52,33.0,2001-11-27
29809,2001,11,27.0,4.9,99.11,2.82,180.2,2001-11-27
29810,2001,11,28.0,4.4,81.74,29.59,0.0,2001-11-28
29811,2001,11,28.0,4.5,93.87,35.4,0.0,2001-11-28
29812,2001,11,29.0,4.2,67.82,29.97,33.0,2001-11-29
29813,2001,11,29.0,4.4,68.58,29.93,33.0,2001-11-29
29814,2001,11,30.0,4.7,70.99,36.34,96.0,2001-11-30
29815,2001,11,30.0,4.3,93.83,11.64,180.8,2001-11-30
29816,2001,11,30.0,4.4,92.02,36.0,40.2,2001-11-30
29817,2001,11,30.0,4.7,91.25,36.27,33.0,2001-11-30
29818,2001,11,30.0,4.5,81.6,29.41,0.0,2001-11-30
29819,2001,11,30.0,4.2,81.86,29.5,33.0,2001-11-30
29820,2001,12,1.0,4.3,77.82,35.39,12.7,2001-12-01
29821,2001,12,1.0,4.6,94.03,35.84,33.0,2001-12-01
29822,2001,12,1.0,4.5,75.31,39.88,72.0,2001-12-01
29823,2001,12,6.0,4.6,97.94,2.21,57.2,2001-12-06
29824,2001,12,7.0,4.4,80.89,29.5,42.6,2001-12-07
29825,2001,12,7.0,4.4,83.29,31.82,0.0,2001-12-07
29826,2001,12,7.0,4.1,95.76,3.24,0.0,2001-12-07
29827,2001,12,7.0,4.1,73.27,38.22,0.0,2001-12-07
29828,2001,12,8.0,4.8,92.77,35.73,10.0,2001-12-08
29829,2001,12,9.0,4.2,72.63,37.93,33.0,2001-12-09
29830,2001,12,9.0,4.3,73.7,36.91,108.3,2001-12-09
29831,2001,12,9.0,4.1,71.02,36.42,195.8,2001-12-09
29832,2001,12,9.0,4.1,94.19,13.01,0.0,2001-12-09
29833,2001,12,10.0,4.4,87.98,30.05,0.0,2001-12-10
29834,2001,12,10.0,4.2,95.92,5.22,55.8,2001-12-10
29835,2001,12,11.0,4.1,91.97,20.67,42.3,2001-12-11
29836,2001,12,12.0,4.1,70.38,35.94,119.3,2001-12-12
29837,2001,12,12.0,4.1,70.35,23.6,13.0,2001-12-12
29838,2001,12,13.0,4.8,95.48,33.04,37.9,2001-12-13
29839,2001,12,13.0,4.3,77.33,36.69,102.3,2001-12-13
29840,2001,12,13.0,4.3,70.34,36.06,143.3,2001-12-13
29841,2001,12,13.0,4.3,76.47,33.32,0.0,2001-12-13
29842,2001,12,13.0,4.8,94.1,14.47,38.8,2001-12-13
29843,2001,12,14.0,4.3,77.27,36.67,104.6,2001-12-14
29844,2001,12,14.0,4.1,91.45,36.12,41.2,2001-12-14
29845,2001,12,14.0,4.1,96.59,25.25,0.0,2001-12-14
29846,2001,12,15.0,4.2,69.95,35.53,148.7,2001-12-15
29847,2001,12,15.0,3.9,75.43,38.54,33.0,2001-12-15
29848,2001,12,15.0,4.3,76.09,39.82,0.0,2001-12-15
29849,2001,12,16.0,4.0,71.37,36.62,201.8,2001-12-16
29850,2001,12,16.0,4.3,88.45,37.95,24.3,2001-12-16
29851,2001,12,17.0,4.8,77.52,39.48,15.8,2001-12-17
29852,2001,12,17.0,4.2,93.8,10.12,0.0,2001-12-17
29853,2001,12,17.0,4.3,94.26,35.55,59.0,2001-12-17
29854,2001,12,18.0,4.5,81.89,29.43,15.0,2001-12-18
29855,2001,12,18.0,4.1,73.06,36.14,0.0,2001-12-18
29856,2001,12,18.0,4.2,93.32,20.91,33.0,2001-12-18
29857,2001,12,18.0,4.3,87.6,29.64,0.0,2001-12-18
29858,2001,12,19.0,4.4,76.06,39.84,63.1,2001-12-19
29859,2001,12,19.0,4.3,71.28,36.56,204.5,2001-12-19
29860,2001,12,19.0,4.1,90.36,23.74,5.0,2001-12-19
29861,2001,12,19.0,4.4,94.37,35.57,38.3,2001-12-19
29862,2001,12,22.0,4.1,88.16,29.94,56.9,2001-12-22
29863,2001,12,23.0,4.0,71.24,36.63,221.4,2001-12-23
29864,2001,12,24.0,4.8,94.76,25.3,100.0,2001-12-24
29865,2001,12,24.0,4.0,72.79,37.32,33.0,2001-12-24
29866,2001,12,25.0,4.0,71.09,36.26,163.0,2001-12-25
29867,2001,12,25.0,4.2,76.63,35.32,15.0,2001-12-25
29868,2001,12,25.0,4.5,93.54,22.41,61.0,2001-12-25
29869,2001,12,25.0,4.1,91.82,36.43,0.0,2001-12-25
29870,2001,12,27.0,4.0,71.27,36.47,229.5,2001-12-27
29871,2001,12,27.0,4.0,72.09,37.17,147.8,2001-12-27
29872,2001,12,27.0,4.1,75.99,38.18,143.9,2001-12-27
29873,2001,12,27.0,3.9,76.59,35.39,33.0,2001-12-27
29874,2001,12,27.0,4.2,77.07,35.24,0.0,2001-12-27
29875,2001,12,28.0,4.2,72.87,39.13,0.0,2001-12-28
29876,2001,12,28.0,4.3,73.65,34.72,0.0,2001-12-28
29877,2001,12,29.0,4.1,70.24,31.21,15.0,2001-12-29
29878,2001,12,29.0,4.6,96.0,2.87,0.0,2001-12-29
29879,2001,12,29.0,4.3,70.92,34.7,0.0,2001-12-29
29880,2001,12,29.0,4.2,75.62,29.56,0.0,2001-12-29
29881,2001,12,30.0,4.2,73.78,38.06,170.3,2001-12-30
29882,2001,12,30.0,4.4,95.05,4.57,75.5,2001-12-30
29883,2001,12,30.0,4.4,70.76,36.74,187.0,2001-12-30
29884,2001,12,30.0,5.0,76.86,35.22,33.0,2001-12-30
29885,2001,12,30.0,4.5,71.69,39.22,65.4,2001-12-30
29886,2001,12,30.0,4.4,94.63,35.64,48.3,2001-12-30
29887,2001,12,30.0,4.1,77.18,35.19,33.0,2001-12-30
29888,2001,12,30.0,3.9,71.17,37.17,128.0,2001-12-30
29889,2001,12,30.0,4.7,71.65,37.26,118.0,2001-12-30
29890,2001,12,30.0,4.1,71.63,36.68,132.8,2001-12-30
29891,2001,12,31.0,4.7,94.47,4.66,49.0,2001-12-31
29892,2001,12,31.0,4.3,94.68,35.87,53.0,2001-12-31
29893,2001,12,31.0,4.4,71.09,36.42,95.0,2001-12-31
29894,2002,1,3.0,4.82825,33.46,75.6,33.0,2002-01-03
29895,2002,1,3.0,3.97183,31.32,77.1,33.0,2002-01-03
29896,2002,1,3.0,3.8631599999999997,28.49,82.14,33.0,2002-01-03
29899,2002,1,3.0,4.82825,25.565,99.627,33.0,2002-01-03
29900,2002,1,3.0,3.97183,25.722,99.542,23.0,2002-01-03
29901,2002,1,3.0,3.8631599999999997,23.292,94.088,78.5,2002-01-03
29902,2002,1,4.0,4.8844,22.76,94.57,132.0,2002-01-04
29903,2002,1,5.0,5.1052,27.31,66.13,33.0,2002-01-05
29904,2002,1,7.0,3.8631599999999997,30.5,67.83,33.0,2002-01-07
29906,2002,1,7.0,4.3324,12.17,95.23,33.0,2002-01-07
29907,2002,1,7.0,3.8631599999999997,24.242,94.499,149.0,2002-01-07
29908,2002,1,9.0,3.53715,17.1,73.67,33.0,2002-01-09
29909,2002,1,9.0,4.1116,27.66,87.85,33.0,2002-01-09
29910,2002,1,9.0,4.5532,29.53,81.37,33.0,2002-01-09
29911,2002,1,9.0,5.1052,26.68,91.89,33.0,2002-01-09
29912,2002,1,9.0,3.53715,24.667,90.492,100.0,2002-01-09
29913,2002,1,10.0,4.1116,25.18,95.14,116.0,2002-01-10
29914,2002,1,11.0,3.4284800000000004,18.19,94.9,74.0,2002-01-11
29915,2002,1,11.0,3.8631599999999997,30.4,67.89,33.0,2002-01-11
29917,2002,1,11.0,3.4284800000000004,24.416,94.821,137.2,2002-01-11
29918,2002,1,11.0,3.8631599999999997,27.6,92.062,28.4,2002-01-11
29919,2002,1,12.0,3.8631599999999997,27.34,97.1,33.0,2002-01-12
29920,2002,1,12.0,4.1116,24.0,94.88,118.0,2002-01-12
29921,2002,1,12.0,3.8631599999999997,27.434,91.922,66.8,2002-01-12
29924,2002,1,15.0,4.2219999999999995,24.7,94.71,65.0,2002-01-15
29926,2002,1,17.0,4.18917,17.15,73.64,10.0,2002-01-17
29927,2002,1,17.0,4.62385,30.18,95.0,33.0,2002-01-17
29928,2002,1,17.0,4.774,30.21,95.01,33.0,2002-01-17
29929,2002,1,17.0,4.18917,29.818,99.062,57.5,2002-01-17
29930,2002,1,17.0,4.62385,26.304,96.288,96.0,2002-01-17
29931,2002,1,18.0,4.774,26.74,97.02,65.0,2002-01-18
29932,2002,1,18.0,4.4428,30.23,88.18,33.0,2002-01-18
29935,2002,1,27.0,4.29784,32.96,95.48,33.0,2002-01-27
29936,2002,1,27.0,3.97183,24.67,92.44,33.0,2002-01-27
29938,2002,1,27.0,3.8908,32.22,89.15,33.0,2002-01-27
29939,2002,1,27.0,4.4428,25.82,95.02,74.0,2002-01-27
29940,2002,1,27.0,5.6572,31.6,78.31,33.0,2002-01-27
29941,2002,1,27.0,4.29784,23.082,93.327,33.0,2002-01-27
29942,2002,1,27.0,3.97183,22.726,92.847,46.9,2002-01-27
29943,2002,1,29.0,3.6458199999999996,6.45,95.37,33.0,2002-01-29
29944,2002,1,29.0,4.9948,13.24,92.41,33.0,2002-01-29
29945,2002,1,29.0,3.6458199999999996,21.542,92.267,144.9,2002-01-29
29946,2002,1,30.0,4.1116,28.61,96.33,33.0,2002-01-30
29947,2002,1,31.0,3.97183,23.96,94.81,33.0,2002-01-31
29948,2002,1,31.0,4.5532,27.89,91.54,33.0,2002-01-31
29949,2002,1,31.0,3.97183,29.927,87.879,45.6,2002-01-31
29950,2002,2,1.0,4.3324,29.97,79.99,33.0,2002-02-01
29951,2002,2,2.0,4.40651,29.4,81.57,81.0,2002-02-02
29952,2002,2,2.0,3.7804,34.58,69.65,33.0,2002-02-02
29953,2002,2,2.0,4.40651,21.912,99.142,33.0,2002-02-02
29954,2002,2,3.0,4.5532,17.2,73.9,33.0,2002-02-03
29956,2002,2,3.0,3.8908,25.38,94.41,58.0,2002-02-03
29958,2002,2,4.0,3.97183,35.97,70.66,107.0,2002-02-04
29960,2002,2,4.0,3.97183,24.245,94.699,113.0,2002-02-04
29961,2002,2,6.0,4.0805,35.99,70.69,109.0,2002-02-06
29962,2002,2,6.0,4.4428,35.97,70.54,88.0,2002-02-06
29963,2002,2,6.0,5.1052,36.0,70.67,102.0,2002-02-06
29964,2002,2,6.0,4.0805,31.134,88.135,27.5,2002-02-06
29965,2002,2,11.0,3.4284800000000004,28.14,91.68,33.0,2002-02-11
29966,2002,2,11.0,3.4284800000000004,22.145,93.806,80.6,2002-02-11
29967,2002,2,15.0,4.18917,33.41,78.56,33.0,2002-02-15
29969,2002,2,15.0,4.18917,30.318,96.869,29.0,2002-02-15
29971,2002,2,17.0,3.53715,30.85,87.33,33.0,2002-02-17
29973,2002,2,17.0,4.5532,34.73,85.6,33.0,2002-02-17
29974,2002,2,17.0,3.53715,25.355,96.274,33.0,2002-02-17
29975,2002,2,18.0,4.9948,33.74,74.71,59.0,2002-02-18
29980,2002,2,22.0,4.774,9.95,92.82,100.0,2002-02-22
29981,2002,2,24.0,4.1116,34.01,98.25,33.0,2002-02-24
29982,2002,2,24.0,4.3324,24.73,95.14,130.0,2002-02-24
29983,2002,2,25.0,4.6636,28.13,82.96,33.0,2002-02-25
29984,2002,2,26.0,4.6636,14.47,96.12,46.0,2002-02-26
29985,2002,2,28.0,4.2219999999999995,31.18,87.19,33.0,2002-02-28
29986,2002,3,2.0,4.8844,30.57,97.22,33.0,2002-03-02
29988,2002,3,3.0,4.6636,35.47,75.09,33.0,2002-03-03
29990,2002,3,4.0,4.5532,26.51,96.9,33.0,2002-03-04
29991,2002,3,6.0,4.6636,26.59,97.02,33.0,2002-03-06
29992,2002,3,7.0,4.8844,8.93,90.43,33.0,2002-03-07
29993,2002,3,8.0,3.75449,26.84,97.11,33.0,2002-03-08
29995,2002,3,8.0,3.75449,26.18,96.082,10.0,2002-03-08
29996,2002,3,9.0,4.8844,32.02,78.44,33.0,2002-03-09
29997,2002,3,10.0,3.2111400000000003,32.17,78.49,93.0,2002-03-10
29998,2002,3,10.0,3.53715,18.01,76.49,33.0,2002-03-10
29999,2002,3,10.0,4.774,35.25,77.45,42.0,2002-03-10
30000,2002,3,10.0,3.2111400000000003,21.21,94.239,86.6,2002-03-10
30001,2002,3,10.0,3.53715,27.175,96.649,120.0,2002-03-10
30002,2002,3,11.0,4.8844,35.31,77.53,33.0,2002-03-11
30003,2002,3,12.0,3.8631599999999997,35.3,77.4,33.0,2002-03-12
30004,2002,3,12.0,4.3324,30.58,79.2,33.0,2002-03-12
30005,2002,3,12.0,4.8844,35.53,77.42,33.0,2002-03-12
30006,2002,3,12.0,5.1052,35.46,77.52,33.0,2002-03-12
30007,2002,3,12.0,3.8631599999999997,25.211,92.147,59.1,2002-03-12
30008,2002,3,13.0,4.5532,35.32,77.49,58.0,2002-03-13
30010,2002,3,13.0,3.7804,31.52,69.18,33.0,2002-03-13
30012,2002,3,14.0,4.4428,26.82,97.25,52.0,2002-03-14
30013,2002,3,14.0,4.1116,30.15,67.75,42.0,2002-03-14
30014,2002,3,15.0,4.1116,24.51,94.69,82.0,2002-03-15
30016,2002,3,16.0,3.8908,32.1,78.44,33.0,2002-03-16
30017,2002,3,17.0,4.18917,13.99,93.58,33.0,2002-03-17
30018,2002,3,17.0,4.774,34.17,79.85,33.0,2002-03-17
30019,2002,3,17.0,4.18917,22.866,94.254,107.5,2002-03-17
30020,2002,3,18.0,4.5532,34.2,79.77,33.0,2002-03-18
30022,2002,3,21.0,3.67,34.21,79.72,33.0,2002-03-21
30023,2002,3,21.0,4.774,34.1,79.78,33.0,2002-03-21
30024,2002,3,21.0,4.4428,29.4,80.72,33.0,2002-03-21
30026,2002,3,22.0,4.8844,32.79,92.2,33.0,2002-03-22
30027,2002,3,22.0,4.6636,32.68,92.36,33.0,2002-03-22
30028,2002,3,23.0,4.9948,31.51,83.51,33.0,2002-03-23
30029,2002,3,24.0,4.0805,7.76,94.07,33.0,2002-03-24
30033,2002,3,24.0,4.0805,25.882,90.516,37.3,2002-03-24
30034,2002,3,25.0,4.5532,27.07,92.3,33.0,2002-03-25
30035,2002,3,25.0,5.4364,35.98,70.01,33.0,2002-03-25
30036,2002,3,25.0,4.2219999999999995,12.34,92.66,51.0,2002-03-25
30037,2002,3,25.0,4.0012,25.65,95.14,92.0,2002-03-25
30038,2002,3,25.0,3.8908,35.64,73.55,72.0,2002-03-25
30039,2002,3,25.0,5.2156,21.84,92.84,33.0,2002-03-25
30040,2002,3,25.0,3.1180000000000003,9.99,93.79,33.0,2002-03-25
30041,2002,3,25.0,4.2219999999999995,30.12,94.71,33.0,2002-03-25
30043,2002,3,25.0,5.4364,35.66,69.2,33.0,2002-03-25
30045,2002,3,26.0,3.8908,7.7,93.86,88.0,2002-03-26
30046,2002,3,26.0,4.5532,23.21,95.07,33.0,2002-03-26
30047,2002,3,26.0,4.2219999999999995,35.42,77.67,33.0,2002-03-26
30048,2002,3,26.0,3.8908,22.14,93.54,33.0,2002-03-26
30050,2002,3,26.0,5.1052,6.04,94.57,72.0,2002-03-26
30051,2002,3,27.0,3.97183,34.28,79.75,33.0,2002-03-27
30052,2002,3,27.0,4.3911,34.52,71.03,33.0,2002-03-27
30055,2002,3,27.0,4.2219999999999995,35.62,75.73,33.0,2002-03-27
30057,2002,3,27.0,4.774,35.94,70.67,33.0,2002-03-27
30058,2002,3,27.0,4.0012,21.46,71.12,14.0,2002-03-27
30059,2002,3,27.0,3.8908,24.67,94.74,65.0,2002-03-27
30061,2002,3,27.0,4.4428,13.86,93.58,33.0,2002-03-27
30062,2002,3,27.0,3.8908,26.53,92.42,33.0,2002-03-27
30063,2002,3,27.0,3.97183,29.883,88.129,33.0,2002-03-27
30064,2002,3,27.0,4.3911,26.597,93.073,37.8,2002-03-27
30065,2002,3,28.0,4.5532,9.93,93.72,33.0,2002-03-28
30066,2002,3,28.0,4.2219999999999995,35.83,70.54,33.0,2002-03-28
